#Anomalous Nernst coefficient  (A(m-1 K-1))
#column      1            2               3               4               5
#       Mu(eV)         T(K)       \alpha_xy       \alpha_yz       \alpha_zx
     -0.495556      226.250    0.715194E+00    0.193289E-01   -0.796317E+00
     -0.495556      235.625    0.663985E+00    0.187561E-01   -0.742669E+00
     -0.495556      245.000    0.614610E+00    0.180990E-01   -0.690697E+00
     -0.495556      254.375    0.567593E+00    0.173655E-01   -0.640972E+00
     -0.495556      263.750    0.523354E+00    0.165630E-01   -0.593947E+00
     -0.495556      273.125    0.482211E+00    0.156989E-01   -0.549974E+00
     -0.495556      282.500    0.444394E+00    0.147802E-01   -0.509312E+00
     -0.495556      291.875    0.410053E+00    0.138138E-01   -0.472136E+00
     -0.495556      301.250    0.379269E+00    0.128061E-01   -0.438547E+00
     -0.495556      310.625    0.352062E+00    0.117632E-01   -0.408585E+00
     -0.495556      320.000    0.328402E+00    0.106910E-01   -0.382232E+00
     -0.493333       20.000    0.307096E+00    0.466586E-02   -0.317467E+00
     -0.493333       29.375    0.444855E+00    0.667134E-02   -0.461191E+00
     -0.493333       38.750    0.575221E+00    0.855470E-02   -0.598459E+00
     -0.493333       48.125    0.695771E+00    0.103355E-01   -0.726724E+00
     -0.493333       57.500    0.804419E+00    0.120228E-01   -0.843594E+00
     -0.493333       66.875    0.899532E+00    0.136124E-01   -0.947046E+00
     -0.493333       76.250    0.979978E+00    0.150916E-01   -0.103558E+01
     -0.493333       85.625    0.104513E+01    0.164464E-01   -0.110825E+01
     -0.493333       95.000    0.109483E+01    0.176647E-01   -0.116471E+01
     -0.493333      104.375    0.112938E+01    0.187378E-01   -0.120513E+01
     -0.493333      113.750    0.114944E+01    0.196607E-01   -0.123010E+01
     -0.493333      123.125    0.115598E+01    0.204310E-01   -0.124059E+01
     -0.493333      132.500    0.115019E+01    0.210494E-01   -0.123783E+01
     -0.493333      141.875    0.113343E+01    0.215181E-01   -0.122322E+01
     -0.493333      151.250    0.110714E+01    0.218415E-01   -0.119827E+01
     -0.493333      160.625    0.107282E+01    0.220248E-01   -0.116454E+01
     -0.493333      170.000    0.103193E+01    0.220743E-01   -0.112360E+01
     -0.493333      179.375    0.985918E+00    0.219969E-01   -0.107695E+01
     -0.493333      188.750    0.936121E+00    0.218001E-01   -0.102600E+01
     -0.493333      198.125    0.883792E+00    0.214914E-01   -0.972091E+00
     -0.493333      207.500    0.830068E+00    0.210789E-01   -0.916421E+00
     -0.493333      216.875    0.775961E+00    0.205701E-01   -0.860067E+00
     -0.493333      226.250    0.722359E+00    0.199731E-01   -0.803975E+00
     -0.493333      235.625    0.670024E+00    0.192953E-01   -0.748959E+00
     -0.493333      245.000    0.619595E+00    0.185444E-01   -0.695707E+00
     -0.493333      254.375    0.571598E+00    0.177275E-01   -0.644786E+00
     -0.493333      263.750    0.526448E+00    0.168517E-01   -0.596651E+00
     -0.493333      273.125    0.484466E+00    0.159237E-01   -0.551653E+00
     -0.493333      282.500    0.445880E+00    0.149500E-01   -0.510051E+00
     -0.493333      291.875    0.410843E+00    0.139366E-01   -0.472020E+00
     -0.493333      301.250    0.379434E+00    0.128895E-01   -0.437663E+00
     -0.493333      310.625    0.351675E+00    0.118139E-01   -0.407016E+00
     -0.493333      320.000    0.327534E+00    0.107152E-01   -0.380064E+00
     -0.491111       20.000    0.319891E+00    0.526510E-02   -0.331711E+00
     -0.491111       29.375    0.461760E+00    0.764996E-02   -0.480185E+00
     -0.491111       38.750    0.594896E+00    0.994428E-02   -0.620810E+00
     -0.491111       48.125    0.717047E+00    0.121177E-01   -0.751177E+00
     -0.491111       57.500    0.826315E+00    0.141366E-01   -0.869051E+00
     -0.491111       66.875    0.921237E+00    0.159719E-01   -0.972562E+00
     -0.491111       76.250    0.100083E+01    0.176043E-01   -0.106036E+01
     -0.491111       85.625    0.106463E+01    0.190255E-01   -0.113168E+01
     -0.491111       95.000    0.111262E+01    0.202362E-01   -0.118634E+01
     -0.491111      104.375    0.114525E+01    0.212424E-01   -0.122465E+01
     -0.491111      113.750    0.116328E+01    0.220537E-01   -0.124737E+01
     -0.491111      123.125    0.116779E+01    0.226810E-01   -0.125556E+01
     -0.491111      132.500    0.116004E+01    0.231356E-01   -0.125054E+01
     -0.491111      141.875    0.114143E+01    0.234288E-01   -0.123377E+01
     -0.491111      151.250    0.111344E+01    0.235715E-01   -0.120680E+01
     -0.491111      160.625    0.107758E+01    0.235745E-01   -0.117122E+01
     -0.491111      170.000    0.103531E+01    0.234480E-01   -0.112858E+01
     -0.491111      179.375    0.988072E+00    0.232017E-01   -0.108039E+01
     -0.491111      188.750    0.937193E+00    0.228450E-01   -0.102807E+01
     -0.491111      198.125    0.883914E+00    0.223871E-01   -0.972922E+00
     -0.491111      207.500    0.829357E+00    0.218364E-01   -0.916147E+00
     -0.491111      216.875    0.774522E+00    0.212013E-01   -0.858807E+00
     -0.491111      226.250    0.720284E+00    0.204896E-01   -0.801835E+00
     -0.491111      235.625    0.667394E+00    0.197089E-01   -0.746038E+00
     -0.491111      245.000    0.616483E+00    0.188662E-01   -0.692092E+00
     -0.491111      254.375    0.568070E+00    0.179683E-01   -0.640559E+00
     -0.491111      263.750    0.522564E+00    0.170218E-01   -0.591887E+00
     -0.491111      273.125    0.480282E+00    0.160327E-01   -0.546424E+00
     -0.491111      282.500    0.441450E+00    0.150067E-01   -0.504425E+00
     -0.491111      291.875    0.406217E+00    0.139494E-01   -0.466061E+00
     -0.491111      301.250    0.374661E+00    0.128658E-01   -0.431433E+00
     -0.491111      310.625    0.346804E+00    0.117607E-01   -0.400578E+00
     -0.491111      320.000    0.322614E+00    0.106386E-01   -0.373477E+00
     -0.488889       20.000    0.329166E+00    0.582812E-02   -0.342935E+00
     -0.488889       29.375    0.473635E+00    0.857680E-02   -0.494806E+00
     -0.488889       38.750    0.608116E+00    0.112672E-01   -0.637447E+00
     -0.488889       48.125    0.730537E+00    0.138175E-01   -0.768587E+00
     -0.488889       57.500    0.839204E+00    0.161513E-01   -0.886172E+00
     -0.488889       66.875    0.932840E+00    0.182156E-01   -0.988520E+00
     -0.488889       76.250    0.101064E+01    0.199855E-01   -0.107448E+01
     -0.488889       85.625    0.107229E+01    0.214597E-01   -0.114349E+01
     -0.488889       95.000    0.111794E+01    0.226517E-01   -0.119554E+01
     -0.488889      104.375    0.114817E+01    0.235828E-01   -0.123114E+01
     -0.488889      113.750    0.116386E+01    0.242769E-01   -0.125115E+01
     -0.488889      123.125    0.116617E+01    0.247576E-01   -0.125677E+01
     -0.488889      132.500    0.115643E+01    0.250468E-01   -0.124938E+01
     -0.488889      141.875    0.113606E+01    0.251642E-01   -0.123047E+01
     -0.488889      151.250    0.110658E+01    0.251274E-01   -0.120163E+01
     -0.488889      160.625    0.106946E+01    0.249520E-01   -0.116445E+01
     -0.488889      170.000    0.102619E+01    0.246520E-01   -0.112046E+01
     -0.488889      179.375    0.978155E+00    0.242398E-01   -0.107115E+01
     -0.488889      188.750    0.926681E+00    0.237268E-01   -0.101793E+01
     -0.488889      198.125    0.872979E+00    0.231233E-01   -0.962074E+00
     -0.488889      207.500    0.818145E+00    0.224386E-01   -0.904756E+00
     -0.488889      216.875    0.763157E+00    0.216812E-01   -0.847016E+00
     -0.488889      226.250    0.708868E+00    0.208591E-01   -0.789766E+00
     -0.488889      235.625    0.656013E+00    0.199796E-01   -0.733793E+00
     -0.488889      245.000    0.605207E+00    0.190494E-01   -0.679760E+00
     -0.488889      254.375    0.556955E+00    0.180749E-01   -0.628214E+00
     -0.488889      263.750    0.511659E+00    0.170619E-01   -0.579592E+00
     -0.488889      273.125    0.469625E+00    0.160159E-01   -0.534234E+00
     -0.488889      282.500    0.431075E+00    0.149419E-01   -0.492389E+00
     -0.488889      291.875    0.396153E+00    0.138448E-01   -0.454222E+00
     -0.488889      301.250    0.364935E+00    0.127289E-01   -0.419831E+00
     -0.488889      310.625    0.337439E+00    0.115983E-01   -0.389248E+00
     -0.488889      320.000    0.313632E+00    0.104568E-01   -0.362454E+00
     -0.486667       20.000    0.334033E+00    0.641325E-02   -0.350198E+00
     -0.486667       29.375    0.479402E+00    0.951254E-02   -0.503906E+00
     -0.486667       38.750    0.613745E+00    0.125720E-01   -0.647143E+00
     -0.486667       48.125    0.735126E+00    0.154634E-01   -0.777725E+00
     -0.486667       57.500    0.842032E+00    0.180729E-01   -0.893767E+00
     -0.486667       66.875    0.933368E+00    0.203289E-01   -0.993800E+00
     -0.486667       76.250    0.100850E+01    0.222045E-01   -0.107690E+01
     -0.486667       85.625    0.106730E+01    0.237064E-01   -0.114272E+01
     -0.486667       95.000    0.111007E+01    0.248614E-01   -0.119147E+01
     -0.486667      104.375    0.113751E+01    0.257054E-01   -0.122382E+01
     -0.486667      113.750    0.115063E+01    0.262756E-01   -0.124079E+01
     -0.486667      123.125    0.115066E+01    0.266072E-01   -0.124365E+01
     -0.486667      132.500    0.113896E+01    0.267317E-01   -0.123385E+01
     -0.486667      141.875    0.111701E+01    0.266762E-01   -0.121291E+01
     -0.486667      151.250    0.108628E+01    0.264644E-01   -0.118242E+01
     -0.486667      160.625    0.104826E+01    0.261163E-01   -0.114394E+01
     -0.486667      170.000    0.100439E+01    0.256491E-01   -0.109900E+01
     -0.486667      179.375    0.956047E+00    0.250779E-01   -0.104905E+01
     -0.486667      188.750    0.904500E+00    0.244156E-01   -0.995450E+00
     -0.486667      198.125    0.850930E+00    0.236735E-01   -0.939450E+00
     -0.486667      207.500    0.796399E+00    0.228617E-01   -0.882181E+00
     -0.486667      216.875    0.741853E+00    0.219889E-01   -0.824650E+00
     -0.486667      226.250    0.688116E+00    0.210631E-01   -0.767742E+00
     -0.486667      235.625    0.635897E+00    0.200913E-01   -0.712216E+00
     -0.486667      245.000    0.585791E+00    0.190800E-01   -0.658713E+00
     -0.486667      254.375    0.538285E+00    0.180350E-01   -0.607762E+00
     -0.486667      263.750    0.493768E+00    0.169615E-01   -0.559786E+00
     -0.486667      273.125    0.452535E+00    0.158643E-01   -0.515110E+00
     -0.486667      282.500    0.414798E+00    0.147479E-01   -0.473974E+00
     -0.486667      291.875    0.380696E+00    0.136162E-01   -0.436538E+00
     -0.486667      301.250    0.350299E+00    0.124731E-01   -0.402892E+00
     -0.486667      310.625    0.323624E+00    0.113220E-01   -0.373065E+00
     -0.486667      320.000    0.300634E+00    0.101659E-01   -0.347035E+00
     -0.484444       20.000    0.333808E+00    0.706572E-02   -0.352733E+00
     -0.484444       29.375    0.478210E+00    0.105035E-01   -0.506519E+00
     -0.484444       38.750    0.610866E+00    0.138935E-01   -0.648831E+00
     -0.484444       48.125    0.729902E+00    0.170713E-01   -0.777498E+00
     -0.484444       57.500    0.833932E+00    0.198973E-01   -0.890770E+00
     -0.484444       66.875    0.922020E+00    0.222899E-01   -0.987389E+00
     -0.484444       76.250    0.993708E+00    0.242252E-01   -0.106667E+01
     -0.484444       85.625    0.104903E+01    0.257201E-01   -0.112853E+01
     -0.484444       95.000    0.108845E+01    0.268144E-01   -0.117338E+01
     -0.484444      104.375    0.111281E+01    0.275568E-01   -0.120207E+01
     -0.484444      113.750    0.112321E+01    0.279963E-01   -0.121574E+01
     -0.484444      123.125    0.112095E+01    0.281779E-01   -0.121576E+01
     -0.484444      132.500    0.110742E+01    0.281409E-01   -0.120360E+01
     -0.484444      141.875    0.108409E+01    0.279189E-01   -0.118081E+01
     -0.484444      151.250    0.105244E+01    0.275403E-01   -0.114895E+01
     -0.484444      160.625    0.101391E+01    0.270289E-01   -0.110956E+01
     -0.484444      170.000    0.969913E+00    0.264048E-01   -0.106413E+01
     -0.484444      179.375    0.921764E+00    0.256848E-01   -0.101405E+01
     -0.484444      188.750    0.870696E+00    0.248835E-01   -0.960630E+00
     -0.484444      198.125    0.817837E+00    0.240130E-01   -0.905076E+00
     -0.484444      207.500    0.764207E+00    0.230839E-01   -0.848471E+00
     -0.484444      216.875    0.710710E+00    0.221052E-01   -0.791779E+00
     -0.484444      226.250    0.658136E+00    0.210848E-01   -0.735847E+00
     -0.484444      235.625    0.607161E+00    0.200296E-01   -0.681401E+00
     -0.484444      245.000    0.558354E+00    0.189454E-01   -0.629053E+00
     -0.484444      254.375    0.512181E+00    0.178377E-01   -0.579310E+00
     -0.484444      263.750    0.469013E+00    0.167111E-01   -0.532575E+00
     -0.484444      273.125    0.429130E+00    0.155699E-01   -0.489158E+00
     -0.484444      282.500    0.392735E+00    0.144177E-01   -0.449287E+00
     -0.484444      291.875    0.359957E+00    0.132580E-01   -0.413113E+00
     -0.484444      301.250    0.330862E+00    0.120938E-01   -0.380717E+00
     -0.484444      310.625    0.305461E+00    0.109279E-01   -0.352126E+00
     -0.484444      320.000    0.283717E+00    0.976282E-02   -0.327313E+00
     -0.482222       20.000    0.328086E+00    0.780748E-02   -0.350031E+00
     -0.482222       29.375    0.469526E+00    0.115693E-01   -0.501955E+00
     -0.482222       38.750    0.598878E+00    0.152400E-01   -0.641705E+00
     -0.482222       48.125    0.714244E+00    0.186339E-01   -0.767042E+00
     -0.482222       57.500    0.814302E+00    0.216013E-01   -0.876310E+00
     -0.482222       66.875    0.898237E+00    0.240624E-01   -0.968455E+00
     -0.482222       76.250    0.965751E+00    0.260021E-01   -0.104305E+01
     -0.482222       85.625    0.101704E+01    0.274496E-01   -0.110024E+01
     -0.482222       95.000    0.105274E+01    0.284568E-01   -0.114069E+01
     -0.482222      104.375    0.107380E+01    0.290831E-01   -0.116540E+01
     -0.482222      113.750    0.108141E+01    0.293868E-01   -0.117563E+01
     -0.482222      123.125    0.107691E+01    0.294200E-01   -0.117281E+01
     -0.482222      132.500    0.106172E+01    0.292282E-01   -0.115843E+01
     -0.482222      141.875    0.103731E+01    0.288497E-01   -0.113405E+01
     -0.482222      151.250    0.100510E+01    0.283163E-01   -0.110119E+01
     -0.482222      160.625    0.966510E+00    0.276548E-01   -0.106133E+01
     -0.482222      170.000    0.922877E+00    0.268873E-01   -0.101591E+01
     -0.482222      179.375    0.875466E+00    0.260324E-01   -0.966249E+00
     -0.482222      188.750    0.825450E+00    0.251056E-01   -0.913605E+00
     -0.482222      198.125    0.773898E+00    0.241198E-01   -0.859114E+00
     -0.482222      207.500    0.721778E+00    0.230860E-01   -0.803805E+00
     -0.482222      216.875    0.669945E+00    0.220133E-01   -0.748593E+00
     -0.482222      226.250    0.619146E+00    0.209096E-01   -0.694278E+00
     -0.482222      235.625    0.570022E+00    0.197814E-01   -0.641547E+00
     -0.482222      245.000    0.523111E+00    0.186345E-01   -0.590980E+00
     -0.482222      254.375    0.478852E+00    0.174736E-01   -0.543055E+00
     -0.482222      263.750    0.437596E+00    0.163028E-01   -0.498154E+00
     -0.482222      273.125    0.399606E+00    0.151259E-01   -0.456568E+00
     -0.482222      282.500    0.365072E+00    0.139458E-01   -0.418510E+00
     -0.482222      291.875    0.334114E+00    0.127654E-01   -0.384120E+00
     -0.482222      301.250    0.306792E+00    0.115871E-01   -0.353474E+00
     -0.482222      310.625    0.283111E+00    0.104131E-01   -0.326590E+00
     -0.482222      320.000    0.263032E+00    0.924514E-02   -0.303438E+00
